VendorNumber,VendorName,Brand,Description,PurchasePrice,Volume,ActualPrice,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesDollars,TotalSalesPrice,TotalSalesQuantity,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseRatio,UnitPurchasePrice,QuantityBin,VolumeCat,PurchaseVolumeCategory
3960,DIAGEO NORTH AMERICA INC   ,2753,Johnnie Walker Black Label,44.77,1750.0,59.99,31596,1414552.9200000092,69525.81000000016,36235.69000000022,1019.0,1872.6499999999935,257032.07000000007,-1345027.1100000092,-1934.5723695991549,0.032250917837700975,0.04915037749170933,44.770000000000294,"(18475.85, 337660.0]",Large,Large
17035,PERNOD RICARD USA          ,5364,Kahlua,23.07,1750.0,29.99,60645,1399080.1500000013,149137.0900000006,50995.95999999956,4691.0,8618.560000000136,123780.21999999997,-1249943.0600000008,-838.1168359929751,0.07735180146755709,0.10659653058475632,23.07000000000002,"(18475.85, 337660.0]",Large,Large
3960,DIAGEO NORTH AMERICA INC   ,8082,Baileys Irish Cream,21.73,1750.0,33.99,64249,1396130.770000004,112831.01000000081,48827.889999999716,3099.0,5694.370000000091,257032.07000000007,-1283299.7600000033,-1137.3644178138563,0.0482342137620819,0.08081693522162002,21.73000000000006,"(18475.85, 337660.0]",Large,Large
3960,DIAGEO NORTH AMERICA INC   ,8680,Crown Royal,28.88,1750.0,39.99,47546,1373128.4800000344,162059.5300000003,61670.61999999912,4047.0,7435.880000000112,257032.07000000007,-1211068.9500000342,-747.2988166755956,0.08511757035292138,0.1180221169107178,28.880000000000724,"(18475.85, 337660.0]",Large,Large
3960,DIAGEO NORTH AMERICA INC   ,4260,Capt Morgan Original Barrel,16.66,1750.0,21.99,79078,1317439.4799999988,24.49,24.49,1.0,1.84,257032.07000000007,-1317414.9899999988,-5379399.714169044,1.2645742178608462e-05,1.858908919292446e-05,16.659999999999986,"(18475.85, 337660.0]",Large,Large
480,BACARDI USA INC            ,3348,Bombay Sapphire Gin,22.38,1750.0,29.99,57349,1283470.6200000057,79231.88000000038,38790.29000000031,2212.0,4064.610000000039,89286.26999999999,-1204238.7400000053,-1519.8916648197662,0.038570855638284884,0.061732523335828314,22.3800000000001,"(18475.85, 337660.0]",Large,Large
480,BACARDI USA INC            ,3857,Grey Goose Vodka,38.27,1750.0,49.99,33388,1277758.760000023,82120.35000000047,42816.480000000054,1465.0,2692.190000000013,89286.26999999999,-1195638.4100000225,-1455.958736171991,0.043878040014376424,0.06426905654710517,38.27000000000069,"(18475.85, 337660.0]",Large,Large
8664,"STOLI GROUP,(USA) LLC      ",8112,Stolichnaya,19.52,1750.0,24.99,61936,1208990.7200000167,96957.7100000006,35165.83000000068,3629.0,6667.690000000093,18544.489999999998,-1112033.010000016,-1146.9258195145173,0.058592740893825886,0.08019723261399332,19.52000000000027,"(18475.85, 337660.0]",Large,Large
480,BACARDI USA INC            ,126,Grey Goose Vodka,20.14,1000.0,32.99,59878,1205942.9200000067,63796.32,23563.780000000257,1968.0,2066.3999999999864,89286.26999999999,-1142146.6000000066,-1790.3016976527904,0.03286682921941281,0.052901608311610344,20.14000000000011,"(18475.85, 337660.0]",Large,Large
12546,JIM BEAM BRANDS COMPANY    ,3512,Pinnacle Vodka,11.76,1750.0,16.99,101480,1193404.80000003,126296.28000000052,30067.210000001112,7472.0,13728.210000000243,123880.96999999999,-1067108.5200000296,-844.924743626673,0.07363027197477336,0.10582853362077757,11.760000000000296,"(18475.85, 337660.0]",Large,Large
12546,JIM BEAM BRANDS COMPANY    ,2120,Canadian Club,12.21,1750.0,16.99,97473,1190145.3300000117,138316.68000000092,29509.410000001142,8732.0,16043.490000000245,123880.96999999999,-1051828.6500000108,-760.4496073792429,0.08958378217557683,0.11621831091838133,12.21000000000012,"(18475.85, 337660.0]",Large,Large
7245,PROXIMO SPIRITS INC.       ,8159,Jose Cuervo Especial,19.69,1750.0,25.99,59088,1163442.7199999734,110831.36000000095,37955.40000000048,4264.0,7834.420000000115,38994.78000000001,-1052611.3599999724,-949.741445020582,0.07216355266720823,0.09526155271314386,19.68999999999955,"(18475.85, 337660.0]",Large,Large
480,BACARDI USA INC            ,4243,Bacardi Superior Rum,14.49,1750.0,19.99,76389,1106876.6099999847,65015.61000000007,24369.57000000041,2839.0,5216.2200000000685,89286.26999999999,-1041860.9999999846,-1602.4782356113917,0.03716503685085549,0.05873790214069206,14.4899999999998,"(18475.85, 337660.0]",Large,Large
8112,MOET HENNESSY USA INC      ,6654,Veuve Clicquot Brut Yellow,27.2,750.0,39.99,40380,1098336.0000000028,51277.23000000004,20955.2400000001,1177.0,131.33999999999995,48347.26,-1047058.7700000028,-2041.956576047501,0.029148093115403666,0.04668628725635863,27.20000000000007,"(18475.85, 337660.0]",Large,Large
3960,DIAGEO NORTH AMERICA INC   ,8512,Baileys Irish Cream,14.72,750.0,19.99,72952,1073853.4400000074,128932.11000000074,34286.760000001006,6489.0,5108.509999999977,257032.07000000007,-944921.3300000066,-732.8828559464366,0.08894889790547209,0.12006490382896184,14.720000000000102,"(18475.85, 337660.0]",Large,Large
7245,PROXIMO SPIRITS INC.       ,3802,Three Olives Vodka,13.43,1750.0,18.99,77066,1034996.3799999938,142887.85000000053,32743.880000001278,7915.0,14542.250000000222,38994.78000000001,-892108.5299999933,-624.341768736803,0.1027041756416578,0.13805637658365663,13.42999999999992,"(18475.85, 337660.0]",Large,Large
11567,CAMPARI AMERICA            ,3826,Skyy Vodka,15.74,1750.0,19.99,65382,1029112.6799999664,78986.29000000044,33360.96000000094,3371.0,6193.2500000000955,20964.809999999998,-950126.3899999659,-1202.9003894219625,0.051558532929552474,0.07675183829238506,15.739999999999487,"(18475.85, 337660.0]",Large,Large
8112,MOET HENNESSY USA INC      ,42188,Moet & Chandon Nectar Imp Rs,34.01,750.0,52.99,29829,1014484.2900000048,69002.21999999997,7248.649999999979,1278.0,143.50000000000003,48347.26,-945482.0700000048,-1370.2197842330365,0.04284421200844815,0.068017041446743,34.01000000000016,"(18475.85, 337660.0]",Large,Large
17035,PERNOD RICARD USA          ,3423,Beefeater,21.25,1750.0,26.99,46163,980963.75,82265.52000000057,33386.63000000081,3048.0,5600.250000000077,123780.21999999997,-898698.2299999994,-1092.4360898709365,0.06602690466390833,0.08386193679430108,21.25,"(18475.85, 337660.0]",Large,Large
8004,SAZERAC CO INC             ,5138,Fireball Cinnamon Whisky,11.1,750.0,13.99,87954,976289.3999999905,117783.82000000078,25118.050000000778,8418.0,6627.569999999956,50293.62000000002,-858505.5799999897,-728.882439031086,0.09570912067671737,0.12064437040902208,11.099999999999891,"(18475.85, 337660.0]",Large,Large
17035,PERNOD RICARD USA          ,5734,Malibu Rum,15.82,1750.0,21.99,61639,975128.9800000095,64166.81999999998,24870.690000000475,2918.0,5361.520000000068,123780.21999999997,-910962.1600000096,-1419.677895834654,0.04734015801683999,0.06580341812833759,15.820000000000155,"(18475.85, 337660.0]",Large,Large
